date,precipitation,temp_max,temp_min,wind,weather
2015/2/26,9.4,11.7,7.8,1.4,fog
2015/2/27,18.3,10,6.7,4,fog
2015/2/28,0,12.2,3.3,5.1,sun
2015/3/1,0,11.1,1.1,2.2,sun
2015/3/2,0,11.1,4.4,4.8,sun
2015/3/3,0,10.6,0,2.1,sun
2015/3/4,0,12.8,-0.5,1.8,sun
2015/3/5,0,13.3,2.8,1.3,sun
2015/3/6,0,15,3.3,1.4,sun
2015/3/7,0,16.7,3.9,2.7,fog
2015/3/8,0,17.2,3.9,1.7,fog
2015/3/9,0,14.4,4.4,1.8,fog
2015/3/10,0.8,13.3,5,2.6,fog
2015/3/11,2.5,14.4,8.9,3.1,fog
2015/3/12,0,17.8,9.4,3.2,sun
2015/3/13,2,17.2,7.8,2.2,sun
2015/3/14,17,13.9,9.4,3.8,fog
2015/3/15,55.9,10.6,6.1,4.2,fog
2015/3/16,1,13.9,6.1,3,fog
2015/3/17,0.8,13.3,4.4,2.6,sun
2015/3/18,0,15.6,7.2,2.5,sun
2015/3/19,0,15.6,8.3,1.9,sun
2015/3/20,4.1,13.9,8.9,1.9,sun
2015/3/21,3.8,13.3,8.3,4.7,fog
2015/3/22,1,11.7,6.1,2.3,sun
2015/3/23,8.1,11.1,5.6,2.8,fog
2015/3/24,7.6,12.8,6.1,3.9,fog
2015/3/25,5.1,14.4,7.2,4.4,fog
2015/3/26,0,20.6,10,2.2,sun
2015/3/27,1,18.3,8.9,4,fog
2015/3/28,0,15.6,9.4,5.7,sun
2015/3/29,0,15.6,8.9,3,sun
2015/3/30,1.8,17.8,10.6,2.9,fog
2015/3/31,1,12.8,6.1,4.2,fog
2015/4/1,5.1,12.8,5.6,3.2,rain
2015/4/2,0,13.3,5.6,2.4,sun
2015/4/3,1.5,11.1,5,3.6,fog
2015/4/4,0,12.8,3.9,1.7,sun
2015/4/5,0,16.7,2.8,2.4,sun
2015/4/6,1,13.9,6.7,3.5,sun
2015/4/7,0.5,14.4,6.7,3.9,sun
2015/4/8,0,17.2,6.1,1.7,sun
2015/4/9,0,17.2,6.1,2.3,sun
2015/4/10,10.9,13.9,7.8,4.6,fog
2015/4/11,0,11.7,5.6,6.5,sun
2015/4/12,0,13.3,5.6,3.6,sun
2015/4/13,14,11.7,3.9,3.6,fog
2015/4/14,3.3,11.7,2.8,3.3,sun
2015/4/15,0,13.9,3.3,2.4,sun
2015/4/16,0,17.8,3.9,3.1,sun
2015/4/17,0,18.9,6.1,3.6,sun
2015/4/18,0,18.9,8.3,3.9,sun
2015/4/19,0,21.1,8.3,3.6,sun
2015/4/20,0,22.8,7.8,2.6,sun
2015/4/21,5.6,17.2,6.7,3.4,fog
2015/4/22,0,15.6,5,2.3,sun
2015/4/23,3,12.2,6.7,4.1,fog
2015/4/24,3.3,12.2,6.1,5,fog
2015/4/25,1.3,13.3,5.6,3,fog
2015/4/26,0,15.6,4.4,2.7,fog
2015/4/27,0.3,25,10.6,2.3,fog
2015/4/28,1.8,15.6,8.9,4.3,fog
2015/4/29,0,16.1,7.2,4.7,sun
2015/4/30,0,17.2,7.8,2.1,sun
2015/5/1,0,18.3,8.9,3.7,sun
2015/5/2,0,18.3,7.8,3.7,sun
2015/5/3,0,20.6,7.8,2.6,sun
2015/5/4,0,17.2,7.2,5.2,sun
2015/5/5,6.1,14.4,7.2,5.1,fog
2015/5/6,0,16.7,7.2,2.6,fog
2015/5/7,0,20.6,6.1,3,sun
2015/5/8,0,23.9,8.3,3,sun
2015/5/9,0,26.7,9.4,2.6,sun
2015/5/10,0,19.4,11.1,2.8,sun
2015/5/11,0,13.9,10,2.5,fog
2015/5/12,4.3,15.6,10.6,3.3,fog
2015/5/13,4.1,12.2,10,2.8,fog
2015/5/14,0.3,17.8,9.4,2,fog
2015/5/15,0,20,9.4,2.8,fog
2015/5/16,0,15.6,11.1,3,sun
2015/5/17,0,19.4,10.6,2.1,sun
2015/5/18,0,25.6,12.2,3,sun
2015/5/19,0,21.7,11.7,2.6,sun
2015/5/20,0,23.3,10.6,1.8,fog
2015/5/21,0,25.6,11.7,2.1,sun
2015/5/22,0,16.7,11.7,3.7,sun
2015/5/23,0,16.1,11.7,2.6,sun
2015/5/24,0,17.8,11.1,2.7,sun
2015/5/25,0,15.6,11.1,2.7,sun
2015/5/26,0,21.7,11.7,2.1,sun
2015/5/27,0,24.4,11.7,1.8,sun
2015/5/28,0,27.8,12.2,2.1,sun
2015/5/29,0,26.1,12.8,2.5,sun
2015/5/30,0,22.8,10,2.5,sun
2015/5/31,0,25,11.7,2.2,sun
2015/6/1,4.6,16.1,11.7,3.4,fog
2015/6/2,0.5,17.8,12.8,5,sun
2015/6/3,0,20,11.7,3,sun
2015/6/4,0,22.8,11.7,3.9,sun
2015/6/5,0,26.7,12.8,4.3,sun
2015/6/6,0,29.4,13.3,2.6,sun
2015/6/7,0,31.1,15.6,3.2,sun
2015/6/8,0,30.6,14.4,3.5,sun
2015/6/9,0,28.9,14.4,2.7,sun
2015/6/10,0,25.6,11.1,3,sun
2015/6/11,0,24.4,11.1,3.5,sun
2015/6/12,0,20,11.7,2.3,sun
2015/6/13,0,23.9,9.4,2.6,sun
2015/6/14,0,27.8,11.7,3.7,sun
2015/6/15,0,30,16.1,3.5,drizzle
2015/6/16,0,22.8,11.1,3,sun
2015/6/17,0,25,11.1,3.1,sun
2015/6/18,0,24.4,13.9,3,sun
2015/6/19,0.5,23.9,13.3,3.2,fog
2015/6/20,0,25,12.8,4.3,sun
2015/6/21,0,25.6,13.9,3.4,sun
2015/6/22,0,25,12.8,2.4,sun
2015/6/23,0,26.1,11.7,2.4,sun
2015/6/24,0,25.6,16.1,2.6,sun
2015/6/25,0,30.6,15.6,3,sun
2015/6/26,0,31.7,17.8,4.7,sun
2015/6/27,0,33.3,17.2,3.9,sun
2015/6/28,0.3,28.3,18.3,2.1,sun
2015/6/29,0,28.9,17.2,2.7,sun
2015/6/30,0,30.6,15,3.4,fog
2015/7/1,0,32.2,17.2,4.3,sun
2015/7/2,0,33.9,17.8,3.4,sun
2015/7/3,0,33.3,17.8,2.6,sun
2015/7/4,0,33.3,15,2.9,sun
2015/7/5,0,32.8,16.7,2.1,sun
2015/7/6,0,29.4,15.6,3.2,drizzle
2015/7/7,0,27.2,13.9,2.4,sun
2015/7/8,0,30,14.4,1.9,drizzle
2015/7/9,0,28.9,14.4,3.4,sun
2015/7/10,0,21.1,16.7,3.7,sun
2015/7/11,0,22.2,16.7,3,sun
2015/7/12,0,26.1,16.7,2.2,sun
2015/7/13,0,25.6,16.1,3.1,sun
2015/7/14,0,27.8,16.1,3.3,sun
2015/7/15,0,26.1,14.4,3.2,sun
2015/7/16,0,26.1,15,2.8,sun
2015/7/17,0,27.8,13.9,3.3,sun
2015/7/18,0,33.3,17.8,3.4,sun
2015/7/19,0,35,17.2,3.3,sun
2015/7/20,0,26.7,16.7,3.9,sun
2015/7/21,0,23.9,15,2.4,sun
2015/7/22,0,23.9,13.9,2.8,sun
2015/7/23,0,26.1,14.4,1.9,sun
2015/7/24,0.3,22.8,13.3,3.8,fog
2015/7/25,0,21.1,14.4,2.4,fog
2015/7/26,2,22.2,13.9,2.6,fog
2015/7/27,0,23.3,12.2,1.9,fog
2015/7/28,0,27.8,13.9,3.4,sun
2015/7/29,0,32.2,14.4,3.8,sun
2015/7/30,0,34.4,17.2,3.5,sun
2015/7/31,0,34.4,17.8,2.6,sun
2015/8/1,0,33.3,15.6,3.1,sun
2015/8/2,0,30.6,16.1,2,sun
2015/8/3,0,28.3,17.2,2.3,sun
2015/8/4,0,26.1,14.4,2.6,fog
2015/8/5,0,23.3,12.2,3.5,sun
2015/8/6,0,25,15,2.9,sun
2015/8/7,0,28.3,15.6,3.7,sun
2015/8/8,0,25,15.6,3.6,fog
2015/8/9,0,28.3,15,2.2,sun
2015/8/10,0,28.9,16.1,2.4,sun
2015/8/11,0,30,16.7,4.4,sun
2015/8/12,7.6,28.3,16.7,2.7,rain
2015/8/13,0,28.3,15.6,2.2,sun
2015/8/14,30.5,18.3,15,5.2,rain
2015/8/15,0,21.7,13.9,3.7,sun
2015/8/16,0,25,14.4,3.7,sun
2015/8/17,0,27.2,13.9,3,sun
2015/8/18,0,30,15,3,sun
2015/8/19,0,31.7,16.1,2.1,drizzle
2015/8/20,2,22.8,14.4,4.2,fog
2015/8/21,0,22.2,14.4,2.6,sun
2015/8/22,0,26.7,12.2,2.5,drizzle
2015/8/23,0,27.8,13.9,1.8,drizzle
2015/8/24,0,23.9,12.2,2.3,sun
2015/8/25,0,25.6,12.2,3.4,sun
2015/8/26,0,28.3,13.9,1.7,sun
2015/8/27,0,29.4,14.4,2.1,sun
2015/8/28,0.5,23.3,15.6,2.6,fog
2015/8/29,32.5,22.2,13.3,5.8,fog
2015/8/30,10.2,20,12.8,4.7,fog
2015/8/31,0,18.9,16.1,5.8,sun
2015/9/1,5.8,19.4,13.9,5,fog
2015/9/2,0,19.4,11.1,3.8,sun
2015/9/3,0,18.3,10.6,2.9,sun
2015/9/4,0,18.3,10,2.9,sun
2015/9/5,0.3,20.6,8.9,3.5,sun
2015/9/6,5.3,16.1,11.7,2.4,fog
2015/9/7,0.3,21.1,13.3,1.5,fog
2015/9/8,0,22.8,13.3,2.4,sun
2015/9/9,0,24.4,13.9,3.3,sun
2015/9/10,0,25,14.4,3.6,fog
2015/9/11,0,27.2,15,3.1,sun
2015/9/12,0,26.7,14.4,2.1,sun
2015/9/13,0.5,20.6,12.8,3,fog
2015/9/14,0,16.7,10.6,3.4,sun
2015/9/15,0,17.8,10,2.8,sun
2015/9/16,1,20,10,1.9,sun
2015/9/17,1.8,18.3,12.8,3.8,fog
2015/9/18,0,19.4,12.8,2.6,sun
2015/9/19,0,21.1,14.4,4.3,sun
2015/9/20,4.1,22.8,12.2,6.8,fog
2015/9/21,0,18.3,9.4,2.7,fog
2015/9/22,0,18.9,7.8,2,sun
2015/9/23,0,20.6,8.3,1.8,sun
2015/9/24,0,22.2,11.1,2.5,fog
2015/9/25,2,15.6,12.8,2.6,fog
2015/9/26,0,18.3,10,2.7,sun
2015/9/27,0,17.8,7.2,3.8,sun
2015/9/28,0,21.1,9.4,5.1,sun
2015/9/29,0,21.7,8.9,1.9,sun
2015/9/30,0,18.3,10,1.3,fog
2015/10/1,0,21.1,9.4,1.3,fog
2015/10/2,0,15.6,10,2.9,fog
2015/10/3,0,19.4,11.1,4.8,sun
2015/10/4,0,22.8,10,3.7,sun
2015/10/5,0,23.3,9.4,1.6,sun
2015/10/6,0,18.3,10,2.6,drizzle
2015/10/7,9.9,16.1,13.9,2.2,fog
2015/10/8,0,18.9,13.3,1.1,fog
2015/10/9,0.3,19.4,12.2,2.6,fog
2015/10/10,28.7,21.1,13.3,4.7,fog
2015/10/11,0,17.8,10.6,2.6,sun
2015/10/12,4.6,18.3,10.6,2.8,fog
2015/10/13,1.3,16.7,9.4,3.2,fog
2015/10/14,0,15,10,5,fog
2015/10/15,0,21.1,9.4,3.4,fog
2015/10/16,0,20,8.9,1.3,sun
2015/10/17,0.3,19.4,11.7,1.3,fog
2015/10/18,3.8,15,12.8,2,fog
2015/10/19,0.3,17.2,12.2,2.6,fog
2015/10/20,0,17.8,10.6,1.8,fog
2015/10/21,0,16.1,8.3,1.3,fog
2015/10/22,0,16.1,8.9,2.7,fog
2015/10/23,0,12.8,7.2,2.6,fog
2015/10/24,0,15,8.9,2.9,fog
2015/10/25,8.9,19.4,8.9,3.4,rain
2015/10/26,6.9,12.2,10,4.6,fog
2015/10/27,0,16.1,7.8,1.7,fog
2015/10/28,3.3,13.9,11.1,2.8,fog
2015/10/29,1.8,15,12.2,4.7,fog
2015/10/30,19.3,17.2,11.7,6.7,fog
2015/10/31,33,15.6,11.7,7.2,fog
2015/11/1,26.2,12.2,8.9,6,fog
2015/11/2,0.3,11.1,7.2,2.8,fog
2015/11/3,0.8,10.6,5,1.4,fog
2015/11/4,0,10,3.3,2.2,sun
2015/11/5,1.3,11.7,7.8,2.3,fog
2015/11/6,0,15.6,8.3,2.7,fog
2015/11/7,12.7,12.2,9.4,3,fog
2015/11/8,6.6,11.1,7.8,1.8,fog
2015/11/9,3.3,10,5,1.3,fog
2015/11/10,1.3,11.1,3.9,3.9,fog
2015/11/11,1.5,11.1,6.1,4.6,sun
2015/11/12,9.9,11.1,5,5.1,fog
2015/11/13,33.5,13.3,9.4,6.5,fog
2015/11/14,47.2,9.4,6.1,4.5,fog
2015/11/15,22.4,8.9,2.2,4.1,fog
2015/11/16,2,8.9,1.7,4,fog
2015/11/17,29.5,13.3,6.7,8,fog
2015/11/18,1.5,8.9,3.3,3.8,sun
2015/11/19,2,8.9,2.8,4.2,sun
2015/11/20,0,8.3,0.6,4,fog
2015/11/21,0,8.9,0.6,4.7,sun
2015/11/22,0,10,1.7,3.1,fog
2015/11/23,3,6.7,0,1.3,fog
2015/11/24,7.1,6.7,2.8,4.5,fog
2015/11/25,0,7.2,0,5.7,sun
2015/11/26,0,9.4,-1,4.3,sun
2015/11/27,0,9.4,-1.6,3,sun
2015/11/28,0,7.2,-2.7,1,sun
2015/11/29,0,1.7,-2.1,0.9,fog
2015/11/30,0.5,5.6,-3.8,1.7,fog
2015/12/1,12.2,10,3.9,3.5,fog
2015/12/2,2.5,10.6,4.4,5,fog
2015/12/3,12.7,15.6,7.8,5.9,fog
2015/12/4,2,10.6,6.1,4.7,fog
2015/12/5,15.7,10,6.1,4,fog
2015/12/6,11.2,12.8,7.2,5.9,fog
2015/12/7,27.4,11.1,8.3,3.4,fog
2015/12/8,54.1,15.6,10,6.2,fog
2015/12/9,13.5,12.2,7.8,6.3,fog
2015/12/10,9.4,11.7,6.1,7.5,fog
2015/12/11,0.3,9.4,4.4,2.8,sun
2015/12/12,16,8.9,5.6,5.6,fog
2015/12/13,1.3,7.8,6.1,6.1,sun
2015/12/14,0,7.8,1.7,1.7,sun
2015/12/15,1.5,6.7,1.1,2.9,fog
2015/12/16,3.6,6.1,2.8,2.3,fog
2015/12/17,21.8,6.7,3.9,6,fog
2015/12/18,18.5,8.9,4.4,5.1,fog
2015/12/19,0,8.3,2.8,4.1,fog
2015/12/20,4.3,7.8,4.4,6.7,fog
2015/12/21,27.4,5.6,2.8,4.3,fog
2015/12/22,4.6,7.8,2.8,5,fog
2015/12/23,6.1,5,2.8,7.6,fog
2015/12/24,2.5,5.6,2.2,4.3,fog
2015/12/25,5.8,5,2.2,1.5,fog
2015/12/26,0,4.4,0,2.5,sun
2015/12/27,8.6,4.4,1.7,2.9,fog
2015/12/28,1.5,5,1.7,1.3,fog
2015/12/29,0,7.2,0.6,2.6,fog
2015/12/30,0,5.6,-1,3.4,sun
2015/12/31,0,5.6,-2.1,3.5,sun
